X,Y,OBJECTID,PROGRAM_ID,AGENCY_ID,NAME,ADDRESS,ADDRESS2,ZIPCODE,AKA,PHONE,PHONE2,PHONE3,PHONE4,PHONE5,PHONE1_DESCRIPTION,PHONE2_DESCRIPTION,PHONE3_DESCRIPTION,PHONE4_DESCRIPTION,PHONE5_DESCRIPTION,FAX,WEB_URL,EMAIL,BUSINESS_HOURS,ELIGIBILITY,FEES,INTAKE,LANGUAGES,AREA_SERVED,DOCUMENTATION,DIRECTIONS,TRANSPORTATION,QUADRANT,PAYMENT_METHODS,VOLUNTEER_OPPORTUNITIES,SEASON_START_DATE,SEASON_END_DATE,WAIT_LIST_PERIOD,HANDICAP,PUBLIC_RECORD,SEARCHABLE_AREA,DIRECTOR,TITLE,WEB_WARD,DESCRIPTION,ADDRESS_ID,KEYWORD
-76.97821364134407,38.922654967693823,28,DCAP0027AA,DCAP0027,CCGH - Age-in-Place Home Maintenance Program,2501 18TH STREET NE,,20018,Age-in-Place Program,(202) 635-9384,(202) 832-1149,,,,Long-term housing for elderly,Long-term housing for elderly,,,,(202) 832-4711,,None,"9:00 am - 4:00 pm, Monday - Friday; work as scheduled often on Saturdays","60 years or older; low-moderate income; inability to perform or pay for work needed","No fee; contributions accepted","Intake Procedure:  Telephone, Ask for the Volunteer Coordinator",English,"Northeast area of District of Columbia, near group homes at 18th & Channing Streets, NE",Description of type of work to be performed,"Metro Rail Stop:  Brookland / Rhode Island, 10 blocks from Metro; Metro Bus Route:  H2, H4, E2, 2 blocks from Bus",Volunteers will be brought to an individual's home or apartment,NE,"No Payment,",,,,,,1,BROOKLAND_,Roxanne Ando,Executive Director,,"Employs volunteers to assist low and moderate-income seniors, especially those with disabilities, with house and yard work.",287082,Yard Work Assistance
-76.97821364134407,38.922654967693823,29,DCAP0027AB,DCAP0027,Christian Communities Group Home Advisory Board,2501 18TH STREET NE,,20018,"CCGH, Christian Communities Group Homes",(202) 635-9384,(202) 832-1149,,,,Long-term housing for elderly,Long-term housing for elderly,,,,(202) 832-4711,,None,"Office is open 9:00 am - 4:00 pm, Monday - Friday; homes operate 24 hours","60+ years ; for CRF, must have medical certification (level of care); for independent living, must be capable of self-care","Sliding scale:  Ind. $130-$300 / month; CRF $731.20 / month for persons on SSI, 86.4% of income for private pay","By Appointment, Ask for the Assistant Director.",English,District of Columbia,Medical form must be provided at interview or on request,"Metro Rail Stop:  Brookland/Rhode Island, 10 blocks from Metro;    Metro Bus Route:  H2, H4, E2, 2 blocks from Metro Bus",Will escort CRF residents to medical appointments and group activities.,NE,"Other,",,,,,Outside Ramps,1,,Roxanne Ando,Executive Director,,"Operates three homes for a total of 19 residents, who must be 60 years or older and residents of the District of Columbia.  The group homes provide assisted-living services at the community residence facilty, including 24-hour supervision, assistance wit",287082,Seniors
-77.08063888611386,38.951373405668207,30,DCAP0030AA,DCAP0030,Community Council for the Homeless at Friendship Place,4713 WISCONSIN AVENUE NW,,20016,CCH/FP,(202) 364-1419,,,,,Day Resource Center,,,,,(202) 364-8767,,officemanager@cchfp.org,"12:30 pm - 4:00 pm, Monday; 8:30 am - 11:30 am & 1:00 pm - 3:00 pm, Tuesday - Friday",,No fee,"Telephone, Walk-In; Outreach on street","English, some French, some Spanish",Ward 3,"Eviction notice; Utility cut off notice; Last paycheck stub; Proof of residence (FEMA ONLY)","Metro Rail Stop:  Tenleytown Station, 2 1/2 blocks; Metrobus Routes:  30,32,34,36, in front of office on both sides of street.","Program will  provide transportation for clients to medical appointments, to office, by care-basis. Tokens provided to get to",NW,"No Payment,",,,,,"Indoor Wheelchair, Outside Ramps",1,,Andrea Morris,Executive Director,,"Provides street outreach, addiction counseling, referrals, a medical clinic, psychiatric care and case management services all aimed at giving the homeless men and women in Northwest Washington assistance in rebuilding their lives by addressing the basic",274422,Substance Abuse-Counseling
-77.023256439588465,38.91009229187447,31,DCAP0031AA,DCAP0031,Efforts From Ex-Convicts - EFEC Halfway House,1514 8TH STREET NW,,20001,EFEC Halfway House,(202) 232-1932,,(202) 483-8916,,,Intake Number,,Administrative Number,,,(202) 232-3716,http://doc.dc.gov,EFEC1329@AOL.COM,Open 24 hours,"Adult men offenders ages 18 years and older; must not have charges pending before the court system",No Fee,By Referral (DC Dept. of Corrections),English,District of Columbia,Referral documentaiton,"Metro Rail Stop:  Mt. Vernon - U Street/Cardoza (Yellow/Green Lines) 21/2  blocks; Metro Bus Route: 7th & P Streets, 2 blocks",None,NW,"No Payment,",Anytime,,,,,1,,Rudolph H. Yates,President,,Contracts with DC Department of Corrections to provide transitional housing in a halfway house for adult males prior to release on parole. Provides employment and other support services to assist in making a successful transition back in to the community,225645,Corrections-Services
-77.044584631705746,38.902835638323467,32,DCAP0032AA,DCAP0032,Community Services Agency - Information and Referral Program,1925 K STREET NW,Suite 410,20006,"CSA, MWC AFL-CIO,  Labor Agency",(202) 857-0480,,,,,Main Number,,,,,(202) 857-3420,http://www.aflcio.org,kmckirch@dclabor.org,"9:00 am - 5:00 pm, Monday - Friday","Union Members, Victims of September 11th terrorist attacks",No fee,Telephone,English / Spanish / limited French,District of Columbia,Depends on the nature of the problem,Metro Rail Stop:  McPherson Square (Red Line),,Do,"No Payment,",Anytime,,,,Elevators or None Needed,1,,Kathleen McKirchy,Executive Director,,"Labor-sponsored agency providing assistance for working families; including basic information and referrals for social services, emergency financial assistance, layoff preparation assistance, job training programs, FutureForce youth workforce development",242548,Information & Referral
-77.044584631705746,38.902835638323467,33,DCAP0032AB,DCAP0032,Community Services Agency - Holiday Basket Project,1925 K STREET NW,Suite 410,20006,"CSA, MWC AFL-CIO,  Labor Agency",(202) 857-0480,,,,,Main Number,,,,,(202) 857-3420,,kmckirch@solidaritycenter.org,"9:00 am - 5:00 pm, Monday - Friday",,No fee,Telephone,English,District of Columbia,Documentation of current financial status and reason assistance of this kind is needed,Metro Rail Stop:  McPherson Square (Red Line),,NW,"No Payment,",,,,,Elevators or None Needed,1,,Kathleen McKirchy,Executive Director,,"Provides holiday baskets at Thanksgiving and Christmas/Hannukkah which may include food, funds, toys, clothing, etc.  Ability to provide these baskets depends on the neediness of the individual or family and the available resources.",242548,Holiday Donations
-77.009472556286909,38.965824861334347,34,DCAP0032AC,DCAP0315,DCG - DOES - A. Philip Randolph Worker Center/Satellite One-Stop,6210 NORTH CAPITOL STREET NW,,20011,"CSA, Community Services Agency -CareerPath Project, MWC AFL-CIO, Labor Agency",(202) 576-6515,(202) 576-6516,(202) 724-7000,(877) 319-7346,(202) 576-3262,Intake Number,Intake Number,General Information Call Center,Toll Free Number,TTY Number,,www.does.dc.gov,,"9:00 am - 5:00 pm, Monday - Friday",Dislocated Worker,No fee,"Telephone, By Appointment, Walk-In","English, TDD",District of Columbia,,Metro Bus Route:  K2,,NW,"No Payment,",,,,,"Designated Parking, Indoor Wheelchair, Elevators or None Needed",1,,Kenneth Lillard,Program Manager,,"Provides job placement assistance and training/retraining services to dislocated workers. Dislocated workers are people who have lost jobs because of industry closings or mass layoffs, long-term unemployed people who have limited opportunity for jobs in ",277480,Unemployment
-76.966347400716529,38.934297650948487,35,DCAP0057AA,DCAP0290,Greater Wash Urban - Senior Center for Blind & Visually Impaired,2900 NEWTON STREET NE,Suite A,20018,GWUL - SNACC,(202) 529-8701,,,,,Aging Services Administrative Office,,,,,(202) 832-3127,http://www.gwul.org,GWULAGW@EROLS.COM,"9:00 am - 5:00 pm, Monday - Friday",Participants must be 60 years of age and a District resident.,,"Telephone, Walk-In; By Appointment; Referral required: Emergency Service","Three major Chinese dialects - Manderine, Cantonese & Toascoin, American Sign Language and Braille","Major services are restricted to wards 2 & 5, but special services for Hearing impaired, Blind & vision impaired Homeless","Picture ID; Referred from another agency","Metrobus route 83,84,86 directly across the street",,NE,,,,,,,1,,Brenda L. Turner,Director of Aging Services,,"Provides services for DC residents age 60 years and older. Provides counseling, case management, transportation, legal services, services to special populations such as: Asian Pacific Islander, Blind & Visually Impaired, hearing impaired and homeless age",287312,Seniors
-77.037635172026299,38.932379647865233,36,DCAP0059AA,DCAP0059,Grupo de Artistas Latinoamericanos,1625 PARK ROAD NW,,20010,Gala Hispanic Theater,(202) 234-7174,,,,,Intake Number,,,,,(202) 332-1247,,galadc@aol.com,"10:00 am - 6:00 pm, Monday - Friday; 2:00 pm - 5:00 pm, Saturday",,Tickets for performances range from $5 to $20.  Student and Senior discounts,"Telephone, Walk-In",Spanish language and English simultaneous interpretation,District of Columbia,,"Metro Bus Route:  #42, 1 block",,NW,"Major Credit Card, Other,",,,,,"Designated Parking, Indoor Wheelchair, Outside Ramps",1,,Hugo J. Medrano,Producing Artistic Director,,"Offers a regular season of performances, in Spanish with English translation of classical and contemporary Hispanic plays, musical theatre, dance and poetry.  GALA offers workshop training in acting and movement to youth and adults.  GALA provides free t",284056,Leisure-Theater
-77.005489199574995,38.911337539007278,37,DCAP0058AA,DCAP0058,Center for Life Enrichment,120 Q STREET NE,,20002,,(202) 832-5256,,,,,Intake Number,,,,,(202) 832-7595,,LIFECLE@aol.com,"8:30 am - 6:00 pm, Monday, Wednesday and Friday; 8:30 am - 8:30 pm, Tuesday and Thursday;  10:00 am - 4:00 pm, Saturday",None,"No fee, if referred by DC Department of Mental Health; Sliding scale, if applicable.","Telephone, Referral required; By Appointment; Walk-In. Ask for intake staff","English, Spanish (Tell receptionist ""Yo Hablo Espanol"" )",District of Columbia residents,"Written parental permission; Social Security card; If court ordered, reason for referral",,,NE,,,,,,Elevators or None Needed,1,,Barbara Tobelmann,Director,,Provides comprehensive mental health services.,155914,MH (Mental Health)
-77.036912174821012,38.91217204491204,38,DCAP0061AA,DCAP0061,Newcomer Community Service Center - Immigration Services,1628 16TH STREET NW,,20009,Indochinese Community Center,(202) 462-4330,(703) 241-0300,(202) 462-8057,,,General line 1,General line 2,Administrative Number,,,(202) 462-2774,www.newcomerservice.org,newcomer@newcomerservice.org,"8:30 am - 5:00 pm, Monday - Friday",,Sliding scale,"Walk-In, Telephone","Vietnamese, Lao, Cambodian, French, Chinese, Spanish, Thai",District of Columbia,"Social Security card; Picture ID; Proof of residence","Metro Rail Stop:  Dupont Circle (Red Line), 4 blocks from Metro;  Metro Bus Route:  S2,S4, stop in front of building",None,NW,"No Payment,",,,,,Outside Ramps,1,,Vilay Chaleunrath,Executive Director,,"Offers immigration counseling to foreign-born persons and assistance with completing forms and applications.

",242819,Immigrant Services
-77.040555748068016,38.934325816191446,39,DCAP0063AA,DCAP0063,Higher Achievement Program - Neighborhood After School Program,1755 NEWTON STREET NW,"1755 Newton Street, NW",20001,"HAP, Neighborhood Learning Academy",(202) 842-5116,,,,,Intake Number,,,,,(202) 842-5123,http://www.higherachievement.org/,mholla@higherachievement.org,"3:30 pm - 8:00 pm (after school program); 9:00 am - 5:00 pm, Monday - Friday (Main Office)","Students in grades 5th - 8th, will accept advanced students in the 4th grade as well.",Flat fee:  $50 ($15 deposit required),"Telephone, Walk-In",Spanish,District of Columbia,Written parental permission,,Can locate carpool for students who cannot get to facility,NW,"Other,",Anytime,,,,"Indoor Wheelchair, Outside Ramps, Elevators or None Needed",1,,Maureen Holla,Executive Director,,"Offers rigorous academic instruction and cultural enrichment to middle school students through an after-school program.  Helps students with homework, provides cultural/artistic workshops twice weekly, and intensive work in Math and Literature with a vol",294528,After School Programs
-77.02460585871728,38.942081721914832,40,DCAP0062AA,DCAP0062,"Habitat for Humanity of Washington, DC",843 UPSHUR STREET NW,,20020,,(202) 882-4600,,,,,Main Number,,,,,(202) 882-9343,http://www.dchabitat.org,Carol.Casperson@dchabitat. org,"9:00 am - 5:00 pm, Monday - Friday Construction 8:30 am - 4:00 pm Tuesday-Saturday","DC residents, 100 - 200% below the National Povertly Guidelines for the District, contribute sweat equity hours","No application fee; however accepted applicants must pay $500 down payment, closing costs and interest-free monthly mortgage","Telephone, Walk-In","English, volunteer interpretors during application workshops",District of Columbia,"Last paycheck stub; Proof of residence","Metro Rail Stop: Petworth, ten minute walk, located at the corner of Georgia and Upshur Street",None,NW,"Other,",Anytime,,,,,1,,Carol A. Casperson,Executive Director,,"Builds affordable, energy and resource efficient homes with the residents of the nation's capital.  Program offers home ownership opportunities to low-income DC residents and individual and group volunteer opportunities.",252455,Housing-Affordable
-77.036912174821012,38.91217204491204,41,DCAP0061AB,DCAP0061,Newcomer Community Service Center - Information and Referral,1628 16TH STREET NW,,20009,Indochinese Community Center,(202) 462-4330,(703) 241-0300,(202) 462-8057,,,General line 1,General line 2,Administrative Number,,,(202) 462-2774,www.newcomerservice.org,newcomer@newcomerservice.org,"8:30 am - 5:00 pm, Monday - Friday",,Sliding scale,Procedure:  Walk-In,"Vietnamese; Lao, Cambodian;  French; Chinese; Spanish; Thai  Procedure:  Contact by phone",District of Columbia,"Social Security card;  Picture ID; Proof of residence","Metro Rail Stop:   Dupont Circle (Red Line), 4 blocks from Metro;  Metro Bus Route:  S2,S4, right in front of building",None,NW,"No Payment,",,,,,Outside Ramps,1,,Vilay Chaleunrath,Executive Director,,,242819,Information & Referral
-76.99352520212264,38.883160765464275,42,DCAP0064AA,DCAP0064,Holy Comforter-St. Cyprian Community Action Group,901 PENNSYLVANIA AVENUE SE,,20003,CAG,(202) 543-4558,,,,,Intake Number,,,,,(202) 543-4579,,HAL@DIZIGEN.NET,"8:30 am - 5:30 pm, Monday - Friday",All clients must be 18 years old or older.,No fee,Referral required,American English,District of Columbia,"Picture ID; Social Security Card; Police Clearance","Metro Rail Stop:  Eastern Market (Blue or Orange Line); Metro Bus route #30,36,90, and 92",Upon acceptance into program will pick up client within a ten mile radius,SE,"No Payment,",,,,,Indoor Wheelchair,1,,Harold J. Gordon,President,,"Assists the residents in the areas of substance addiction education, relapse identification, parenting and life skills, child development, medication management and other health services through referrals and shelters for the homeless.  Referrals are fro",290081,Substance Abuse Services
-77.036912174821012,38.91217204491204,43,DCAP0061AC,DCAP0061,Newcomer Community Service Center - English Second Language,1628 16TH STREET NW,,20009,"Indochinese Community Center, ESL",(202) 462-4330,(703) 241-0300,(202) 462-8057,,,General line 1,General line 2,Administrative,,,(202) 462-2774,www.newcomerservice.org,newcomer@newcomerservice.org,"8:30 am - 5:00 pm, Monday - Friday",,Sliding scale,Walk-In,"Vietnamese; Lao, Cambodian;  French; Chinese; Spanish; Thai  Procedure:  Contact by phone",District of Columbia,"Social Security card;  Picture ID; Proof of residence","Metro Rail Stop:  Dupont Circle (Red Line), 4 blocks from Metro;  Metro Bus Route:  S2,S4, right in front of building",None,NW,"No Payment,",,,,,Outside Ramps,1,,Vilay Chaleunrath,Executive Director,,"Teaches English to residents of the Indochinese community.

World Wide Web Address:  http://www.newcomerservice.org",242819,Education-ESL/ESOL
