victim_age,victim_gender,victim_race,date_of_incident,city,state,zipcode,county,agency,cause_of_death,symptoms_of_mental_illness,unarmed,alleged_weapon,alleged_threat_level,fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Unknown,Male,Unknown race,4/29/16,Wood Village,OR,97060,Multnomah,Multnomah County Sheriff's Office,Vehicle,No,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Male,White,4/29/16,Jackson,MO,63755,Cape Girardeau,Missouri State Highway Patrol,Gunshot,No,Vehicle,vehicle,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Male,White,4/28/16,Boise,ID,83709,Ada,Ada County Sheriff's Office,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Male,Black,4/28/16,Houston,TX,77049,Harris,Harris County Constable Precinct 5,Gunshot,No,Vehicle,vehicle,other,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Male,Hispanic,4/28/16,Miami,FL,33128,Miami-Dade,Miami Police Department,Gunshot,Unknown,Allegedly Armed,knife,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Male,White,4/28/16,Spokane,WA,99201,Spokane,Spokane Police Department,"Gunshot, Taser",Yes,Allegedly Armed,knife,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Male,Asian,4/27/16,Atlanta,GA,30345,DeKalb,DeKalb County Police Department,Gunshot,Yes,Allegedly Armed,machete,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Male,White,4/27/16,Westminster,CO,80030,Jefferson,Westminster Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Male,White,4/27/16,Milcreek,UT,,,,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Male,White,4/26/16,Ocean View,HI,96737,Hawai_i,Hawai’i Police Department,Physical restraint,Unknown,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Male,Black,4/26/16,Chesapeake,VA,23325,Chesapeake City,Chesapeake Police Department,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Female,White,4/26/16,Albuquerque,NM,87111,Bernalillo,Bernalillo County Sheriff's Department,Gunshot,Yes,Allegedly Armed,gun,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Male,White,4/26/16,Lakewood,CO,80226,Jefferson,Lakewood Police Department,Gunshot,No,Allegedly Armed,gun,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Male,White,4/26/16,Kingsbury,TX,78638,Guadalupe,Seguin Police Department,Gunshot,No,Allegedly Armed,gun,other,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Female,White,4/25/16,East Flat Rock,NC,28726,Henderson,Henderson County Sheriff's Office,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Male,White,4/24/16,Gulfport,MS,39501,Harrison,Gulfport Police Department,Taser,Unknown,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Male,Black,4/23/16,Fayetteville,AR,72703,Washington,Fayetteville Police Department,"Gunshot, Taser",Unknown,Vehicle,vehicle,other,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Male,Black,4/23/16,Fort Pierce,FL,34950,St. Lucie,Fort Pierce Police Department,Gunshot,No,Vehicle,vehicle,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Male,White,4/23/16,Chandler,AZ,85286,Maricopa,Chandler Police Department,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Male,White,4/23/16,Norfolk,VA,23504,Norfolk City,Norfolk Police Department,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Male,White,4/23/16,Antigo,WI,54409,Langlade,Antigo Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Male,Black,4/23/16,Topeka,KS,66609,Shawnee,U.S. Marshals Service,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Male,White,4/22/16,Austin,TX,78739,Travis,Austin Police Department,Gunshot,Yes,Allegedly Armed,knife,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Male,White,4/22/16,Berne,NY,12023,Albany,New York State Police,Gunshot,Yes,Allegedly Armed,knife,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Female,White,4/21/16,Silver City,NM,88061,Grant,Silver City Police Department,Gunshot,No,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Male,Hispanic,4/21/16,Everett,MA,02149,Middlesex,Everett Police Department,Gunshot,Yes,Allegedly Armed,knife,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Male,White,4/20/16,Perryville,AR,72126,Johnson,Johnson County Sheriff's Office,Gunshot,Unknown,Unclear,undetermined,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Male,White,4/20/16,Homestead,FL,33034,Miami-Dade,Miami-Dade Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,Male,Black,4/19/16,St. Louis,MO,63106,St. Louis,St. Louis Metropolitan Police Department,Gunshot,No,Allegedly Armed,gun,attack,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Male,White,4/19/16,Blountsville,AL,35031,Blount,"Blount County Sheriff's Office, Marshall County Sheriff's Office, Snead Police Department, Blountsville Police Department",Gunshot,No,Allegedly Armed,gun,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Male,Pacific Islander,4/19/16,Charlotte,NC,28214,Mecklenburg,Charlotte-Mecklenburg Police Department,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Male,Black,4/18/16,Greenbelt,MD,20770,Prince Georges,Greenbelt Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Male,Black,4/18/16,Mableton,GA,30126,Cobb,Cobb County Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Female,Black,4/17/16,Dayton,OH,45417,Montgomery,Dayton Police Department,Gunshot,No,Allegedly Armed,gun,other,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Male,Black,4/17/16,Troy,NY,12180,Rensselaer,Troy Police Department,Gunshot,No,Vehicle,vehicle,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Male,Black,4/17/16,Vineland,NJ,08360,Cumberland,Vineland Police Department,Gunshot,No,Allegedly Armed,gun,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Male,White,4/17/16,El Paso,TX,79912,El Paso,El Paso Police Department,Gunshot,Yes,Unarmed,none,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Male,Black,4/17/16,New York,NY,11420,Queens,New York Police Department,Gunshot,No,Allegedly Armed,gun,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,Male,White,4/16/16,Antioch,IL,60002,Lake,"Lake County Sheriff's Office, McHenry County Sheriff's Office",Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Male,White,4/15/16,Muncie,IN,47303,Delaware,Muncie Police Department,Gunshot,No,Unclear,undetermined,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Male,Hispanic,4/15/16,Lake Elsinore,CA,92530,Riverside,Lake Elsinore Police Department,Gunshot,Unknown,Allegedly Armed,baseball bat,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Male,Black,4/15/16,Baltimore,MD,21223,Baltimore City,Baltimore Police Department,Gunshot,Unknown,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Male,White,4/15/16,Cache,OK,73527,Comanche,Comanche County Sheriff's Office,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Male,White,4/14/16,McPherson,KS,67460,McPherson,McPherson County Sheriff's Department,"Gunshot, Taser",Yes,Unarmed,none,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Male,White,4/13/16,Llano,TX,78643,Llano,"Texas Department of Public Safety, Llano County Sheriff's Office",Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Male,Black,4/13/16,Stockton,CA,95210,San Joaquin,Stockton Police Department,Gunshot,No,Unclear,undetermined,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Male,White,4/13/16,Sparta,TN,38583,White,White County Sheriff's Office,Gunshot,No,Allegedly Armed,gun,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Male,White,4/12/16,Noma,FL,32425,Holmes,Holmes County Sheriff's Office,Gunshot,No,Vehicle,vehicle,other,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Male,White,4/12/16,Denver,CO,80202,Denver,Denver Police Department,Gunshot,No,Unarmed,none,other,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,Male,Hispanic,4/12/16,Benton,IL,62812,Franklin,Franklin County Sheriff's Department,Gunshot,No,Allegedly Armed,gun,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Male,Hispanic,4/11/16,Las Vegas,NV,89104,Clark,Las Vegas Metropolitan Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Male,Black,4/11/16,Chicago,IL,60624,Cook,Chicago Police Department,Gunshot,No,Allegedly Armed,gun,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Male,White,4/10/16,Modesto,CA,95354,Stanislaus,Modesto Police Department,Gunshot,No,Allegedly Armed,gun,other,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Male,Hispanic,4/10/16,Memphis,TN,38111,Shelby,Memphis Police Department,Gunshot,No,Allegedly Armed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Male,Hispanic,4/10/16,Los Angeles,CA,90033,Los Angeles,Los Angeles Police Department,Gunshot,No,Allegedly Armed,knife,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Male,White,4/10/16,Rotterdam,NY,12303,Schenectady,Rotterdam Police Department,Gunshot,Yes,Allegedly Armed,knife,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Male,Black,4/9/16,Philadelphia,PA,19141,Philadelphia,Philadelphia Police Department,Gunshot,No,Allegedly Armed,gun,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Male,Black,4/9/16,New Brunswick,NJ,08873,Somerset,Franklin Township Police Department,Gunshot,No,Allegedly Armed,gun,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Male,Black,4/8/16,Kentwood,MI,49512,Kent,Kentwood Police Department,Gunshot,No,Allegedly Armed,knife,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Female,White,4/8/16,Lake Hallie,WI,54729,Chippewa,Lake Hallie Police Department,Gunshot,Yes,Allegedly Armed,hatchet,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Male,Black,4/8/16,Sacramento,CA,95823,Sacramento,Sacramento Police Department,Gunshot,Yes,Allegedly Armed,knife,other,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,Male,Hispanic,4/7/16,San Francisco,CA,94110,San Francisco,San Francisco Police Department,Gunshot,Unknown,Allegedly Armed,knife,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Male,White,4/7/16,Gould,AR,71643,Lincoln,Arkansas Department of Corrections,Gunshot,Unknown,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,Male,Black,4/7/16,Anadarko,OK,73005,Caddo,Caddo County Sheriff’s Department,Physical restraint,No,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Male,White,4/7/16,Omaha,NE,68107,Douglas,Omaha Police Department,Gunshot,No,Vehicle,vehicle,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Male,White,4/6/16,Bradenton,FL,34208,Manatee,Manatee County Sheriffâ€™s Office,Taser,Unknown,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,Male,Hispanic,4/6/16,Los Angeles,CA,91342,Los Angeles,Los Angeles Police Department,"Gunshot, Taser",Yes,Allegedly Armed,knife,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,Female,Black,4/6/16,Gallatin,TN,37066,Sumner,Gallatin Police Department (officer did the shooting) Sumner County Sheriff's Department (attacked with ax),Gunshot,Unknown,Allegedly Armed,Ax,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,Male,White,4/6/16,Oak Hill,OH,45656,Jackson,Jackson County Sheriff's Office,Gunshot,No,Allegedly Armed,Ax,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Male,Black,4/5/16,Indianapolis,IN,46201,Marion,Indianapolis Metropolitan Police Department,Gunshot,Unknown,Unarmed,none,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Male,White,4/5/16,West Springfield,MA,01089,Hampden,West Springfield Police Department,Gunshot,Yes,Allegedly Armed,knife,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Male,Hispanic,4/4/16,Minneapolis,MN,55404,Hennepin,Minneapolis Police Department,Gunshot,Yes,Allegedly Armed,knife,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Male,White,4/3/16,Austin,TX,78703,Travis,Austin Police Department,Gunshot,Unknown,Allegedly Armed,gun,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Female,White,4/3/16,Notasulga,AL,36866,Macon,Auburn Police Department,Gunshot,Yes,Unclear,unknown weapon,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,Male,White,4/3/16,Eau Claire,WI,54703,Eau Claire,Eau Claire County Sheriff's Office,Gunshot,No,Allegedly Armed,taser,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Male,White,4/3/16,Raceland,LA,,,,Gunshot,No,Unclear,undetermined,undetermined,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Male,Black,4/2/16,Carencro,LA,70520,Lafayette,Lafayette Parish Sheriff’s Office,Vehicle,No,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,Male,Hispanic,4/2/16,Alexandria,VA,22315,Fairfax,Fairfax County Sheriff's Department,Vehicle,No,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Male,Black,4/2/16,Indianapolis,IN,46222,Marion,Indianapolis Metropolitan Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Male,Hispanic,4/1/16,Lockhart,TX,78644,Caldwell,Caldwell County Sheriffâ€™s Office,Gunshot,Yes,Unclear,shovel,undetermined,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,Male,Hispanic,4/1/16,Odessa,TX,79761,Ector,Odessa Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Male,Black,3/31/16,Baltimore,MD,21202,Baltimore City,Baltimore Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,Male,Black,3/31/16,Baltimore,MD,21202,Baltimore City,Baltimore Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,Male,Black,3/31/16,Paramus,NJ,7601,Bergen,Hackensack Police Departmetn,Vehicle,No,Vehicle,passenger,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Male,Black,3/31/16,Richmond,VA,21202,Richmond City,Virginia State Police,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,Male,Black,3/31/16,Las Vegas,NV,,Clark,Las Vegas Metropolitan Police Department,Gunshot,No,Allegedly Armed,gun,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Male,White,3/30/16,East Los Angeles,CA,90022,Los Angeles,Los Angeles County Sheriff's Department,Gunshot,Unknown,Allegedly Armed,gun,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Male,Hispanic,3/30/16,Glendale,AZ,85303,Maricopa,Phoenix Police Department,Gunshot,No,Allegedly Armed,gun,undetermined,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,Male,White,3/30/16,Jackson,GA,30233,Butts,Jackson Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Male,White,3/29/16,Piedmont,SC,29673,Greenville,Greenville County Sheriff's Office,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,Female,White,3/29/16,Aitkin,MN,56431,Aitkin,Aitkin County Sheriff's Office,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Male,White,3/29/16,Clearlake,CA,95422,Lake,Clearlake Police Department,"Gunshot, Taser",Unknown,Unclear,flashlight,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Male,White,3/27/16,Lee's Summit,MO,64064,Jackson,Lee's Summit Police Department,Gunshot,Yes,Allegedly Armed,knife,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,Female,Native American,3/27/16,Winslow,AZ,86047,Navajo,Winslow Police Department,Gunshot,No,Unclear,Scissors,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,Male,Black,3/27/16,Kinston,NC,28504,Lenoir,North Carolina State Highway Patrol,Gunshot,No,Allegedly Armed,gun,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Male,White,3/27/16,Splendora,TX,77372,Montgomery,Montgomery County Sheriff's Office,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Male,White,3/27/16,Roswell,NM,88203,Chaves,Roswell Police Department,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,Male,White,3/26/16,Tampa,FL,33610,Hillsborough,Tampa Police Department,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,Male,White,3/26/16,Myrtle Beach,SC,29577,Horry,Myrtle Beach Police Department,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,Male,White,3/26/16,Grundy,VA,24614,Buchanan,Grundy Police Department,Gunshot,Yes,Allegedly Armed,gun,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,Male,Hispanic,3/26/16,Lowell,MA,01851,Middlesex,Lowell Police Department,Gunshot,Yes,Allegedly Armed,meat cleaver,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,Male,Hispanic,3/24/16,Albuquerque,NM,87121,Bernalillo,Pueblo of Laguna Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,Male,Black,3/24/16,Blue Springs,MO,64014,Jackson,Kansas City Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,Male,Hispanic,3/24/16,Pueblo,CO,81001,Pueblo,Pueblo Police Department,Gunshot,No,Allegedly Armed,gun and knife,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,Male,White,3/24/16,Redlands,CA,92374,San Bernardino,Redlands Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Male,Black,3/24/16,Pawtucket,RI,02860,Providence,Pawtucket Police Department,Gunshot,No,Unarmed,toy,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,Male,White,3/24/16,Okaloosa Island,FL,32548,Okaloosa,Escambia County Sheriff's Office,Gunshot,Drug or alcohol use,Unclear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,Male,White,3/24/16,Braintree,MA,02184,Norfolk,Braintree Police Department,Gunshot,No,Allegedly Armed,knife,other,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,Male,Hispanic,3/23/16,Fresno,CA,93704,Fresno,Fresno Police Department,Gunshot,No,Allegedly Armed,gun,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,Male,White,3/23/16,Thornton,CO,80229,Adams,Thornton Police Department,Gunshot,No,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,Male,Black,3/23/16,Memphis,TN,38128,Shelby,Memphis Police Department,Gunshot,Yes,Allegedly Armed,gun,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,Male,White,3/22/16,Fredericksburg,VA,22401,Fredericksburg City,Fredericksburg Police Department,Gunshot,No,Vehicle,vehicle,attack,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Male,Hispanic,3/22/16,Palmetto Bay,FL,33176,Miami-Dade,Miami-Dade Police Department,Gunshot,Yes,Allegedly Armed,pick-axe,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,Male,White,3/21/16,Burlington,VT,05401,Chittenden,Burlington Police Department,"Gunshot, Taser",Yes,Allegedly Armed,knife,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Male,White,3/21/16,Stamford,CT,06905,Fairfield,Stamford Police Department,Gunshot,Yes,Unarmed,toy,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Male,White,3/21/16,Greensburg,PA,15601,Westmoreland,Pennsylvania State Police,Gunshot,Yes,Allegedly Armed,gun,attack,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62,Male,Hispanic,3/20/16,Fort Wayne,IN,46806,Allen,Fort Wayne Police Department,Gunshot,No,Allegedly Armed,gun,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,Male,Black,3/20/16,Gainesville,FL,32607,Alachua,"Alachua County Sheriff's Office, Gainesville Police Department",Gunshot,Yes,Unarmed,toy,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,Male,White,3/20/16,Fort Littleton,PA,17223,Fulton,Pennsylvania State Police,Gunshot,No,Allegedly Armed,gun,attack,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61,Male,White,3/20/16,Hopewell,VA,23860,Hopewell City,Hopewell Police Department,Gunshot,Yes,Allegedly Armed,knife,other,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,Male,Black,3/19/16,Park Forest,IL,60466,Cook,Park Forest Police Department,Gunshot,No,Allegedly Armed,gun,attack,Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,Female,Black,3/19/16,Norfolk,VA,23518,Norfolk City,Norfolk Police Department,Gunshot,No,Unarmed,toy,attack,Not fleeing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,Male,White,3/19/16,Covington,LA,70433,St. Tammany,St. Tammany Parish Sheriff's Office,Gunshot,No,Unclear,undetermined,undetermined,Car,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,Male,Black,3/19/16,Port Richey,FL,23518,Pasco,Pasco County Sheriff’s Office,Taser,No,Unarmed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,Male,White,3/19/16,White Plains,KY,42442,Hopkins,Kentucky State Police,Gunshot,No,Allegedly Armed,gun,attack,Other,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
