name1,name2,street1,street2,city,state,zip,zip4,county,phone,intake_prompt,intake1,intake2,hotline_prompt,hotline1,hotline2,website,dir_prefix,dir_first,dir_mi,dir_last,dir_suffix,dir_title,dir_phone,dir_fax,dir_email,mail_street1,mail_street2,mail_city,mail_state,mail_zip,mail_zip4,latitude,longitude,type_facility,last_update,saf,mhf,mhsaf,ghf,sa,dt,mm,mmw,dm,bum,bmw,db,rpn,bu,nxn,vtrl,meth,hh,noop,pain,nmoa,moa,ubn,otpa,otp,cbt,dbt,saca,trc,rebt,smon,smpd,smop,hi,res,op,rs,rl,rd,od,omb,odt,oit,ort,hid,hit,ct,gh,psyh,pvt,vamc,tbg,ih,stg,lccg,ddf,stag,stmh,stdh,hla,jc,carf,ncqa,coa,hfap,onat,np,sf,md,mc,si,pi,mi,ihs,atr,fsa,ss,pa,ah,sp,nx,fx,co,gl,vet,adm,mf,cj,se,ad,pw,wn,mn,hv,trma,xa,dv,tay,nsc,adtx,bdtx,cdtx,mdtx,odtx,tgd,tid,ico,gco,fco,mco,twfa,bia,cmi,moti,ang,mxm,crv,relp,bc,chld,yad,adlt,fem,male,bmo,mo,du,duo 
All Types Counseling Services LLC,,7210 West Benton Drive,Suite 7240,Frankfort,IL,60423,,Will,815-806-2690,,,,,,,http://alltypescounseling.com,,Brenda,,Copeland,,President,,,,9944  South Roberts Road,Suite 208,Palos Hills,IL,60465,,41.531384,-87.793079,SA,2/1/17 17:30,,,1,,1,,,,,,,,,,,,,,,,1,,,,,1,,1,1,,,,1,,,1,,,,,,,1,1,,,,,,1,,,,,,,,,1,,,,,1,,,,1,,,1,1,,,,,1,1,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,1,,1,1,1,1,,,1,,1,1,,1,,1,,1,1,1,,,1,
Corporate Health Resource Center,,3510 Hobson Road,Suite 104-C,Woodridge,IL,60517,,DuPage,630-719-9292,Intake,,708-383-6770,,,,http://www.chrcinc.com,Dr,Camille,L,Ference,PhD,,,,,1100 Lake Street LL39,,Oak Park,IL,60301,,41.760891,-88.066592,SA,2/1/17 17:30,1,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,1,1,1,,1,,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,1,,1,1,1,1,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,,1,
"Dr. Elton Wade Dixon, M.D.",,18660 Graphics Drive,Suite 100,Tinley Park,IL,60477,,Will County,(708)633-8011,,,,,,,,Dr.,Elton,Wade,Dixon,M.D.,,(708)633-8011,(877)446-3870,,18660 Graphics Drive,Suite 100,Tinley Park,IL,60477,,41.5521,-87.8092,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Dr. Paul Jasper Capriotti, ",,3033 Ogden Avenue,Ste. 210,Lisle,IL,60532,,DuPage County,(630)357-4608,,,,,,,,Dr.,Paul,Jasper,Capriotti,,,(630)357-4608,(630)357-4677,,3033 Ogden Avenue,Ste. 210,Lisle,IL,60532,,41.796,-88.1115,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Sinnissippi Centers Inc,,1122 Healthcare Drive,,Mount Carroll,IL,61053,,Carroll,(815) 244-1376,Intake,,(800) 242-7642,Hotline,(800) 242-7642,,http://www.sinnissippi.org,,Natalie,,Andrews,,,,,,,,,,,,42.08789204,-89.9676479,SA,2/1/17 17:30,,,1,,1,,,,,,,,,,1,,,,,,,1,,,,1,1,1,1,,,1,,,,1,,,,,,,1,1,,,1,,,1,,,,,,,1,1,,,1,,,,,,,1,1,1,1,1,1,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,,1,1,1,,1,,1,1,1,1,1,,,,
Assoc in Professional Csl and Coaching,,1804 North Naper Boulevard,Suite 370,Naperville,IL,60563,,DuPage,630-505-4720,Intakes,888-545-5707x16,708-448-0884x16,,,,http://www.counselingandcoaching-apc.com,,Kristin,,Mikolite,,Director Addiction Services,,,,,,,,,,41.8030337,-88.1194967,SA,2/1/17 17:30,,,1,,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,,1,,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,1,,1,1,,,1,,,1,1,1,1,,,1,
Palos Community Hospital,Primary Care Center,15300 West Avenue,Suite 313 West Building,Orland Park,IL,60462,,Cook,708-460-2721,,,,Hotline,708-361-8255,,http://www.paloscommunityhospital.org,,Debbie,,Brower,,,,,,,,,,,,41.611079,-87.864575,SA,2/1/17 17:30,,,1,,1,,,,,,,,,,1,,,,,,,1,,,,1,1,1,,,1,,,,,1,,,,,,1,1,1,,,,1,,1,,,,,,,,,,1,1,,,,,,,1,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,1,,1,,,1,1,1,1,,,,
Renz Addiction Counseling Center,,409 Ilinois Avenue,Suite 1-A,Saint Charles,IL,60174,,Kane,630-513-6886,Intake,847-742-3545,,Hotline,847-742-4300,,http://www.renzcenter.org,,Jerry,,Skogmo,,Director,,,,,,,,,,41.9127842,-88.3086273,SA,2/1/17 17:30,1,,,,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,1,1,,,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,1,1,1,,1,1,,,1,1,1,,,,,,,,,,1,,1,,,1,,,,,1,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,,,,
Virginia M Mejia LCSW CADC,,1275 West Roosevelt Road,Suite 114,West Chicago,IL,60185,4815,DuPage,630-231-3554,Intake,630-291-3390,,,,,,,Virginia,M,Mejia,LCSW CADC,,,,,,,,,,,41.8748997,-88.2295569,SA,2/1/17 17:30,1,,,,1,,,,,,,,,,,,,,,,1,,,,,,,1,,,,,1,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,1,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,1,1,,,1,,1,1,1,1,1,,,1,
"Dr. David Charles Lott, ",,4300 Commerce Ct.,Suite 250,Lisle,IL,60532,,,6307305506,,,,,,,,Dr.,David,Charles,Lott,,,6307305506,,,4300 Commerce Ct.,Suite 250,Lisle,IL,60532,,41.8067,-88.1086,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Dr. Martins Ademola Adeoye, M.D.",,15010 South Ravinia Avenue,Suite 15,Orland Park,IL,60462,,Cook County,(708)364-0580,,,,,,,,Dr.,Martins,Ademola,Adeoye,M.D.,,(708)364-0580,(708)364-0480,,15010 South Ravinia Avenue,Suite 15,Orland Park,IL,60462,,41.6168,-87.8565,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Dr. Lekshmi R. Venugopal, M.D.",,St Charles Medical Building,1120 East Main Street,St. Charles,IL,60174,,Kane County,(630)444-1480,,,,,,,,Dr.,Lekshmi,R.,Venugopal,M.D.,,(630)444-1480,(630)377-6225,,St Charles Medical Building,1120 East Main Street,St. Charles,IL,60174,,41.9169,-88.3028,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Dr. Srinivas-Prasad R. Jolepalem, M.D.",,8721 Carriage Green Drive,,Darien,IL,60561,,DuPage County,(708)798-8112,,,,,,,,Dr.,Srinivas-Prasad,R.,Jolepalem,M.D.,,(708)798-8112,(708)798-9016,,8721 Carriage Green Drive,,Darien,IL,60561,,41.73,-87.9856,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
TK Behavioral LLC,DBA Timberline Knolls,14620 La Grange Road,,Orland Park,IL,60462,2544,Cook,630-257-9600,,,,,,,,,Christopher,L,Howard,,VP and Secretary,615-861-6000,,,,,,,,,41.6247175,-87.854432,SA,2/1/17 17:30,,,1,,1,,,,,,,,1,1,1,1,,,,,,,1,,,1,1,1,1,1,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,,1,1,,1,1,1,1,1,1,,,,,,1,1,1,1,1,1,1,1,1,1,1,,,1,,,1,1,1,,,,,
One Direction Forward Inc,,4747 Lincoln Mall Drive,Suite 412,Matteson,IL,60443,,Cook,708-300-6977,Intake,,773-742-8053,,,,http://onedirectionforwardinc.com,,Kenneth,,Simpson,Sr.,CEO,708-300-6977,,,4747 Lincoln Mall Drive ,Suite 412,Matteson,IL,60443,,41.505289,-87.73165,SA,2/1/17 17:30,1,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,1,,1,,1,,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,,1,,,,,,,,,1,1,,1,1,,,1,,1,1,,,,,1,1,1,1,1,1,1,,1,1,1,1,,,,1,,,,,,,,,1,1,1,,,1,,1,1,1,,1,,,1,1,1,1,,,1,
"Dr. William Beatty Evans, M.D.",,4749  Lincoln Mall Drive,Suite 204,Matteson,IL,60443,,Cook,(708)481-4200,,,,,,,,Dr.,William,Beatty,Evans,M.D.,,(708)481-4200,(708)481-3302,,4749  Lincoln Mall Drive,Suite 204,Matteson,IL,60443,,41.5056,-87.7312,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Dr. William Beatty Evans, M.D.",,4749 Lincoln Mall Drive Suite 204,,Matteson,IL,60443,,,708-481-4200,,,,,,,,Dr.,William,Beatty,Evans,M.D.,,708-481-4200,708-481-3302,,4749 Lincoln Mall Drive Suite 204,,Matteson,IL,60443,,41.5056,-87.7312,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DUI Counseling Center/Saint Charles,Bayrach Counseling Services,1750 East Main Street,Suite 80,Saint Charles,IL,60174,,Kane,630-762-1122,Intake,,630-762-1127,,,,http://www.duicounselingcenter.com,Mr,Michael,T,Fick,,President,,,,,,,,,,41.919251,-88.290091,SA,2/1/17 17:30,1,,,,1,,,,,,,,,,,,,,1,,,,,,,,,1,,,,1,,,,1,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,1,1,1,,1,,1,1,1,,,,,1,,,,,,,,,1,1,,,,,,,,,,,,1,,1,1,1,,,1,
"Dr. Yae Rim  Lee, M.D.",,109 East Maple Street,,Gillespie,IL,62033,1473,Macoupin County,217-839-1526,,,,,,,,Dr.,Yae Rim,,Lee,M.D.,,217-839-1526,217-839-1538,,109 East Maple Street,,Gillespie,IL,62033,1473,39.1297,-89.8182,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
New Visions Court Counseling Inc,,6912 Main Street,Suite 201,Downers Grove,IL,60516,,DuPage,630-493-1100,,,,,,,http://www.newvisionscounseling.com,,Gina,,Patterman,,Director,630-493-1100,,,,,,,,,41.761718,-88.008622,SA,2/1/17 17:30,1,,,,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,,1,,,1,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,,1,1,1,,1,,,1,1,1,1,,,1,
Alexander Zubenko and Associates,,4699 Auvergne Street,Suite 7,Lisle,IL,60532,,DuPage,(630) 960-5860,,,,,,,,,Alexander,,Zubenko,,Program Director,,,,,,,,,,41.800719,-88.060627,SA,2/1/17 17:30,1,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,1,,,1,,,,,1,,,,,,,,1,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,1,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,,,,1,1,,,1,,1,,1,1,1,,,1,
"Dr. August Glenn Adams, M.D.",,800 School Street,,Carrollton,IL,62016,,Greene County,(217)942-6946,,,,,,,,Dr.,August,Glenn,Adams,M.D.,,(217)942-6946,(217)942-3785,,800 School Street,,Carrollton,IL,62016,,39.2962,-90.4123,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Existential Counselor Society,,16335 Harlem Avenue ,Suite 415,Tinley Park,IL,60477,2796,Cook,708-250-0520,,,,,,,,,Bipin,,Sharma,,Director,708-223-2698,,,,,,,,,41.593887,-87.792336,SA,2/1/17 17:30,,,1,,1,,,,,,,,,,,,,,,,,1,,,,1,1,1,1,,1,,,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,1,1,,,,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,1,1,,,1,,,,1,1,1,,,1,
"Dr. Angela  Long, M.D.",,Stonybrook Center,"27W281 Geneva Road, Suite G",Winfield,IL,60190,,DuPage,(630)221-1400,,,,,,,,Dr.,Angela,,Long,M.D.,,(630)221-1400,,,Stonybrook Center,"27W281 Geneva Road, Suite G",Winfield,IL,60190,,41.8692,-88.1581,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Phoenix Behavioral Services Inc,,16547 Oak Park Avenue,,Tinley Park,IL,60477,1752,Cook,708-926-2789,,,,,,,,,James,,Golding,,President/CEO,708-926-2789,,,,,,,,,41.5896335,-87.7846604,SA,2/1/17 17:30,1,,,,1,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,1,,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,1,1,1,1,1,1,1,,1,1,1,,1,,1,1,1,1,1,,,1,
Affordable Recovery Housing,,78 Cherry Street,Convent,Park Forest,IL,60466,2010,Cook,708-743-3660,,,,,,,,,Mary Jo,,Dunleavy,,Executive Director,312-519-5802,,,78 Cheery Street,,Park Forest,IL,60466,2010,41.4801147,-87.681228,SA,2/1/17 17:30,,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,1,,,,1,,,1,,1,1,,,,,,,,,,,,1,,,,,,,1,,,,,,,,,,,1,,,,,,,,,1,1,,,,,,,,,,1,1,,,,1,,,,,,,,,,,,,,1,1,,,1,,,1,,,1,1,,,1,1,,1,,,,
Healthcare Alternative Systems Inc,(HAS),373 South County Farm Road,,Wheaton,IL,60187,2403,DuPage,630-344-0001,,,,,,,http://www.hascares.org,,Marco,,Jacome,,Executive Director,773-252-3100,,,373 South County Farm Road,,Wheaton,IL,60187,2403,41.8617167,-88.142211,SA,2/1/17 17:30,,,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,1,1,,,1,,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,1,,,,1,,,,,,1,1,,1,1,,,,1,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,1,1,1,,,1,,1,,1,,1,,1,1,1,,,1,
"Dr. Michael G. Tsinman, M.D.",,301 South County Farm Road,Unit G,Wheaton,IL,60187,,DuPage County,(630)588-0055,,,,,,,,Dr.,Michael,G.,Tsinman,M.D.,,(630)588-0055,(630)653-5081,,301 South County Farm Road,Unit G,Wheaton,IL,60187,,41.8628,-88.1422,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
" J. Jerry Rodos, D.O.",,20320 South Crawford Avenue,,Matteson,IL,60443,,Cook County,(708)748-6006,,,,,,,,,J.,Jerry,Rodos,D.O.,,(708)748-6006,(708)748-6073,,20320 South Crawford Avenue,,Matteson,IL,60443,,41.5204,-87.7138,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Comgraph Inc,,252 Main Street,,Park Forest,IL,60466,,Cook,(708) 481-9570,,,,,,,,,Victor,,Needham,,,,,,,,,,,,41.48345445,-87.67862611,SA,2/1/17 17:30,1,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,1,,,,1,,,,1,,,,,,,1,1,,,,,,1,,,,,,,1,1,1,,,,,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,1,,,1,,1,1,1,1,1,,,1,
"Dr. Tracy L Binius, M.D.",,Central Dupage Hospital,25 N Winfield Road,Winfield,IL,60190,,DuPage County,(630)933-4848,,,,,,,,Dr.,Tracy,L,Binius,M.D.,,(630)933-4848,(630)933-4210,,Central Dupage Hospital,25 N Winfield Road,Winfield,IL,60190,,41.8738,-88.1555,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
" Thomas Andrew Eiseman, MD",,Central DuPage Hospital,25 N. Winfield Road,Winfield,IL,60126,,Dupage,630-933-1153,,,,,,,,,Thomas,Andrew,Eiseman,MD,,630-933-1153,630-933-2441,,Central DuPage Hospital,25 N. Winfield Road,Winfield,IL,60126,,41.8738,-88.1555,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
DuPage County Psychological Services,Department of Community Services,505 North County Farm Road,,Wheaton,IL,60187,,DuPage,(630) 407-6400,,,,,,,http://www.dupageco.org,,Thomas,C,Sayers,,,,,,,,,,,,41.865534,-88.138933,SA,2/1/17 17:30,1,,,,1,,,,,,,,,,,,,,1,,,,,,,1,,1,1,1,,1,,,,1,,,,,,,1,1,,,,,,,,,,,1,,1,,,,,,,,,,,1,,,,,,,,1,1,,,1,,,1,,,,,1,,,,1,1,,1,,,,,,,,,,,,1,1,,,,1,,1,1,,,1,,,1,1,1,1,,,1,
"Dr. Sanjeev Vishwanath Joshi, M.D.",,4001 Vollmer Road,,Olympia Fields,IL,60461,,Cook County,(708)481-8883,,,,,,,,Dr.,Sanjeev,Vishwanath,Joshi,M.D.,,(708)481-8883,(708)481-2917,,4001 Vollmer Road,,Olympia Fields,IL,60461,,41.5272,-87.714,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Dr. Michael A Kuna, M.D.",,"1725 S. Naperville Rd, #206",,Wheaton,IL,60187,,DuPage,(630)653-6441,,,,,,,,Dr.,Michael,A,Kuna,M.D.,,(630)653-6441,(630)653-8409,,"1725 S. Naperville Rd, #206",,Wheaton,IL,60187,,41.8546,-88.116,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Dr. Joseph C. Beck, M.D.",,6701 West 159th Street,Suite 2,Tinley Park,IL,60477,,Cook County,(708)798-9475,,,,,,,,Dr.,Joseph,C.,Beck,M.D.,,(708)798-9475,(708)798-9485,,6701 West 159th Street,Suite 2,Tinley Park,IL,60477,,41.6024,-87.7821,BUPREN,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
Healing Center at Silver Lake,Gardens/Elite Youth and Family Servs,15127 South 73rd Avenue,Suite C,Orland Park,IL,60462,3463,Cook,708-586-9303,Intake,,708-586-9608,,,,,,Tamara,,Denton,,President/Founder,708-586-9303,,,15127 South 73rd Avenue,Suite C,Orland Park,IL,60462,3463,41.616102,-87.796151,SA,2/1/17 17:30,,,1,,1,,,,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,,1,1,,,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,1,1,1,,,,1,1,,,1,,1,,1,1,1,,,1,
